Student_ID,College,Year_Level,Prior_GPA,Final_Grade,Reading_Dependency_Score,Writing_Dependency_Score,Numeracy_Dependency_Score,Motivation_Score,Environment_Score,AI_Dependency_Index,AI_Sessions_Week,Avg_Session_Duration_Min,AI_Tools_Count,Primary_AI_Tool,Usage_Purpose_Buckets,Study_Hours_Per_Week,Assignment_Submission_Punctuality,LMS_Activity_Level,Grade_Improvement_Delta,High_Risk_Flag
S0701,College of Business,4,3.23,3.07,2.89,3.14,5.3,6.63,5.68,3.29,6,17,4,QuillBot,Research,7.9,0.74,18,-0.16,0
S0702,College of Education,4,2.58,2.88,5.5,6.53,1.0,4.85,1.54,4.49,8,31,5,Gemini,Paraphrasing,10.5,0.8,13,0.3,0
S0703,College of Education,1,2.45,1.93,3.95,7.0,4.61,6.14,3.62,5.02,7,9,5,Gemini,Paraphrasing,1.4,0.68,19,-0.52,1
S0704,College of Arts,1,2.86,2.92,2.13,7.0,3.02,5.26,3.66,4.86,6,47,4,ChatGPT,Problem-solving,9.6,0.93,19,0.06,1
S0705,College of Business,2,2.23,2.45,5.1,6.51,3.51,2.49,4.66,5.12,8,29,4,QuillBot,Research,11.2,0.67,23,0.22,0
S0706,College of Engineering,4,2.37,2.32,2.04,5.15,5.48,5.91,3.79,4.43,6,14,3,Grammarly,Brainstorming,8.8,0.91,27,-0.05,1
S0707,College of Business,3,3.27,3.43,7.0,6.49,4.52,4.38,5.02,6.14,5,16,1,ChatGPT,Computation,10.4,0.59,18,0.16,0
S0708,College of Arts,3,3.56,4.0,2.91,3.82,2.61,3.64,6.45,3.25,6,13,2,QuillBot,Paraphrasing,14.1,0.77,22,0.44,0
S0709,College of Business,1,2.9,3.06,6.28,2.14,4.58,4.93,3.32,4.64,10,1,4,QuillBot,Computation,13.5,0.79,20,0.16,1
S0710,College of Arts,3,2.78,3.12,6.01,5.02,4.87,5.37,4.57,5.15,10,19,2,ChatGPT,Grammar,11.7,0.86,15,0.34,0
S0711,College of Education,2,2.79,3.19,3.0,4.45,6.93,5.35,3.99,4.6,2,7,5,Grammarly,Computation,13.9,0.76,16,0.4,1
S0712,College of Engineering,2,2.52,3.02,1.26,5.73,3.8,4.78,4.35,3.63,5,28,2,Bard,Computation,8.0,0.51,15,0.5,0
S0713,College of Computer Studies,4,2.28,2.61,6.95,4.0,3.68,5.26,5.39,5.33,9,5,5,Grammarly,Brainstorming,18.7,0.94,22,0.33,1
S0714,College of Business,4,3.77,4.0,5.53,3.83,4.27,4.15,3.96,5.45,10,20,2,ChatGPT,Problem-solving,9.8,0.97,23,0.23,0
S0715,College of Education,3,3.0,3.12,6.3,5.67,6.48,3.26,5.7,5.97,8,21,2,QuillBot,Brainstorming,14.8,0.76,15,0.12,0
S0716,College of Business,3,3.44,3.59,3.81,5.49,6.77,4.93,5.92,5.62,5,28,3,Gemini,Computation,5.9,0.83,15,0.15,0
S0717,College of Business,1,3.43,3.68,5.44,2.73,3.15,6.37,4.48,4.04,3,20,5,ChatGPT,Brainstorming,7.1,0.67,18,0.25,0
S0718,College of Engineering,2,2.74,2.72,4.69,3.97,6.0,6.19,6.0,4.73,5,10,3,Gemini,Brainstorming,10.8,0.65,19,-0.02,0
S0719,College of Engineering,4,2.83,3.28,6.0,4.24,6.24,5.55,4.27,5.69,4,26,2,ChatGPT,Research,14.9,0.84,22,0.45,1
S0720,College of Computer Studies,3,2.35,1.94,5.46,3.91,5.66,4.62,5.96,4.89,6,22,1,Gemini,Computation,11.2,0.84,19,-0.41,0
S0721,College of Business,2,3.48,3.97,4.0,3.76,5.34,4.15,3.36,4.37,7,20,4,Bard,Research,13.6,0.87,21,0.49,0
S0722,College of Education,1,3.32,3.31,4.04,4.97,6.17,5.76,3.33,4.89,7,29,3,Grammarly,Paraphrasing,15.0,0.91,21,-0.01,0
S0723,College of Arts,3,3.21,3.34,6.21,5.84,5.7,4.46,6.06,5.78,5,2,3,QuillBot,Research,15.7,0.55,23,0.13,1
S0724,College of Business,1,2.57,2.72,2.83,4.59,4.2,4.14,4.4,4.13,8,18,4,Gemini,Brainstorming,7.2,0.65,25,0.15,1
S0725,College of Computer Studies,4,2.83,3.34,4.4,4.03,3.93,4.03,5.13,4.34,10,29,5,Grammarly,Grammar,17.0,0.91,16,0.51,1
S0726,College of Business,4,3.31,3.51,4.62,6.64,7.0,4.17,2.03,6.11,4,32,4,Gemini,Brainstorming,8.6,0.9,11,0.2,1
S0727,College of Business,1,3.01,3.45,6.37,6.51,6.07,6.46,4.86,6.1,5,26,3,Bard,Problem-solving,9.8,0.7,14,0.44,0
S0728,College of Computer Studies,1,3.71,4.0,6.5,3.93,2.76,4.95,5.97,4.38,6,31,2,Grammarly,Paraphrasing,17.3,0.88,15,0.29,0
S0729,College of Education,2,2.99,2.83,1.0,4.03,5.4,6.34,4.12,3.27,7,3,4,Grammarly,Problem-solving,10.9,0.7,18,-0.16,1
S0730,College of Arts,3,2.86,2.71,2.59,3.98,4.47,5.73,6.13,3.65,7,18,3,Grammarly,Grammar,2.9,0.67,12,-0.15,0
S0731,College of Education,4,2.76,2.79,5.17,6.72,6.53,5.74,3.37,5.84,3,28,4,Bard,Computation,11.5,0.82,14,0.03,0
S0732,College of Computer Studies,3,2.87,3.45,5.62,6.27,3.76,7.0,6.1,5.28,4,33,4,Gemini,Computation,9.2,0.94,23,0.58,0
S0733,College of Engineering,1,2.09,2.09,4.85,5.94,2.97,4.75,3.43,4.15,5,27,4,Bard,Brainstorming,14.9,0.66,24,0.0,0
S0734,College of Computer Studies,4,3.18,3.28,3.93,4.55,3.73,6.52,6.09,3.84,5,16,2,QuillBot,Paraphrasing,12.1,0.63,10,0.1,0
S0735,College of Arts,4,3.28,3.75,4.26,5.06,3.03,4.68,4.16,4.15,6,31,2,Bard,Grammar,8.9,0.5,16,0.47,0
S0736,College of Arts,3,2.63,3.33,2.11,5.12,4.64,6.5,1.96,3.95,5,31,1,Grammarly,Computation,16.1,0.84,14,0.7,0
S0737,College of Business,1,3.22,3.78,5.4,4.8,1.0,5.6,2.53,3.75,3,26,2,Grammarly,Computation,9.7,0.82,13,0.56,0
S0738,College of Arts,4,2.3,2.59,5.21,4.86,6.41,5.27,3.4,5.09,5,34,5,ChatGPT,Grammar,12.9,0.94,17,0.29,1
S0739,College of Arts,3,3.43,3.25,4.51,3.13,3.32,5.68,5.29,3.93,9,25,5,Grammarly,Computation,3.9,0.5,19,-0.18,0
S0740,College of Business,2,2.91,3.26,7.0,4.34,1.75,7.0,4.95,4.62,9,5,4,Grammarly,Paraphrasing,9.0,0.88,14,0.35,0
S0741,College of Computer Studies,1,3.04,3.73,4.93,1.25,5.53,4.91,3.47,4.01,6,22,5,QuillBot,Computation,15.4,0.58,26,0.69,0
S0742,College of Business,1,3.0,3.89,6.75,4.44,5.41,5.49,5.75,5.38,5,13,2,Bard,Paraphrasing,18.1,0.92,21,0.89,1
S0743,College of Business,4,2.97,3.38,6.06,6.25,2.28,5.31,4.86,5.06,5,33,1,QuillBot,Grammar,18.3,0.78,16,0.41,0
S0744,College of Arts,3,3.23,3.08,5.51,5.6,5.53,4.1,5.73,5.41,11,12,2,Grammarly,Brainstorming,11.0,0.67,20,-0.15,1
S0745,College of Education,3,2.91,3.35,3.24,2.64,2.91,4.12,5.13,2.83,7,10,4,Gemini,Brainstorming,10.4,0.59,22,0.44,0
S0746,College of Engineering,3,2.52,2.48,6.84,3.87,2.97,6.48,5.81,4.89,8,12,2,ChatGPT,Grammar,9.3,0.92,14,-0.04,1
S0747,College of Computer Studies,3,2.6,2.52,4.84,4.86,3.42,6.38,4.74,4.34,9,4,4,Gemini,Brainstorming,10.0,0.98,16,-0.08,0
S0748,College of Business,4,2.98,3.02,4.37,4.04,4.43,5.84,4.56,4.14,8,31,4,QuillBot,Problem-solving,10.4,0.66,20,0.04,1
S0749,College of Computer Studies,2,2.33,2.51,4.89,7.0,4.37,3.76,4.02,5.51,1,35,4,Bard,Research,9.6,0.97,18,0.18,1
S0750,College of Arts,1,3.44,4.0,3.65,5.83,3.12,6.98,3.82,4.08,3,27,2,ChatGPT,Problem-solving,11.9,0.86,20,0.56,0
S0751,College of Computer Studies,2,2.39,2.22,6.99,5.63,3.41,5.41,3.04,5.65,7,22,1,Gemini,Computation,10.2,0.78,10,-0.17,0
S0752,College of Computer Studies,3,2.88,3.14,4.51,5.39,3.97,3.97,3.16,5.18,6,10,4,ChatGPT,Paraphrasing,15.2,0.82,21,0.26,0
S0753,College of Arts,3,2.84,2.61,6.84,5.81,4.76,6.22,5.06,5.71,10,25,3,Grammarly,Grammar,7.8,0.75,21,-0.23,0
S0754,College of Arts,3,2.85,2.97,6.07,5.78,4.2,4.58,4.27,5.43,3,11,2,ChatGPT,Research,12.6,0.7,17,0.12,1
S0755,College of Arts,3,2.8,2.68,4.55,5.49,2.42,4.99,6.01,4.59,4,15,2,Gemini,Paraphrasing,7.5,0.64,25,-0.12,0
S0756,College of Business,3,2.56,3.08,2.79,5.58,3.52,4.08,3.37,3.68,7,2,4,Gemini,Problem-solving,11.9,0.7,13,0.52,0
S0757,College of Arts,4,2.85,3.15,3.01,2.72,4.85,5.03,4.73,3.65,8,22,1,ChatGPT,Research,8.3,0.95,15,0.3,1
S0758,College of Education,4,3.24,3.49,3.1,3.82,3.61,4.4,6.38,3.12,7,28,3,QuillBot,Computation,15.9,0.79,14,0.25,0
S0759,College of Business,3,3.09,3.08,5.23,3.77,4.37,4.18,2.34,4.66,2,29,1,Gemini,Paraphrasing,7.7,0.78,21,-0.01,0
S0760,College of Education,1,2.26,2.47,4.85,5.12,4.35,5.73,4.39,5.03,3,13,5,QuillBot,Paraphrasing,16.8,0.5,22,0.21,1
S0761,College of Education,3,2.43,2.95,5.57,4.56,4.14,6.04,3.17,4.56,6,23,5,Bard,Paraphrasing,18.6,0.59,24,0.52,1
S0762,College of Arts,3,3.14,3.09,3.2,6.62,5.24,5.92,6.09,5.09,3,36,5,Bard,Problem-solving,8.9,0.87,19,-0.05,0
S0763,College of Education,4,2.66,3.34,2.57,4.45,4.52,4.53,4.11,3.84,10,19,2,ChatGPT,Research,13.5,0.83,15,0.68,1
S0764,College of Arts,3,2.78,3.16,4.27,4.24,4.69,6.31,2.87,4.1,3,21,5,Gemini,Research,11.7,0.51,22,0.38,0
S0765,College of Engineering,1,2.86,2.84,4.68,6.44,4.14,4.44,5.34,5.3,10,6,2,Gemini,Brainstorming,12.8,0.72,23,-0.02,1
S0766,College of Engineering,4,2.61,2.82,4.23,5.29,2.9,3.69,5.24,4.43,2,21,4,Gemini,Research,8.5,0.96,20,0.21,0
S0767,College of Computer Studies,2,3.07,3.58,4.51,4.74,5.52,6.81,5.14,4.65,12,35,4,ChatGPT,Research,10.8,0.83,8,0.51,0
S0768,College of Computer Studies,3,2.98,3.19,5.09,4.25,6.71,6.03,5.2,5.2,8,18,4,Bard,Grammar,12.9,0.75,23,0.21,0
S0769,College of Business,4,3.1,3.13,3.67,3.01,5.01,4.73,4.89,3.78,6,21,1,Bard,Grammar,6.7,0.5,19,0.03,1
S0770,College of Business,4,2.93,3.34,4.71,4.32,4.88,6.03,3.39,4.48,9,19,1,Gemini,Computation,14.0,0.93,15,0.41,0
S0771,College of Arts,1,3.43,3.59,4.03,3.8,3.01,2.0,4.25,4.2,8,34,4,Gemini,Grammar,13.0,0.99,14,0.16,0
S0772,College of Arts,4,2.14,2.65,3.8,2.16,3.83,4.53,4.79,3.11,3,26,3,Bard,Research,13.2,0.87,18,0.51,0
S0773,College of Engineering,1,2.94,3.95,1.0,4.14,6.53,5.01,4.36,3.76,2,25,3,Gemini,Grammar,19.3,0.93,12,1.01,0
S0774,College of Education,1,3.02,2.97,4.79,5.45,6.47,3.48,3.37,5.04,3,13,5,ChatGPT,Problem-solving,9.2,0.91,19,-0.05,1
S0775,College of Computer Studies,1,2.93,3.36,4.01,5.19,1.59,6.21,5.56,3.54,9,10,3,Grammarly,Paraphrasing,10.5,0.81,20,0.43,0
S0776,College of Arts,2,3.02,3.48,4.62,4.28,5.59,4.14,4.83,5.15,8,8,3,Gemini,Research,10.5,0.8,18,0.46,1
S0777,College of Computer Studies,3,3.99,4.0,6.17,5.11,5.08,4.8,3.46,5.73,8,32,5,ChatGPT,Paraphrasing,11.4,0.75,20,0.01,0
S0778,College of Engineering,3,2.51,2.46,5.04,6.8,5.16,4.43,4.84,5.63,8,12,4,Bard,Paraphrasing,15.1,0.63,22,-0.05,1
S0779,College of Education,4,3.26,3.2,5.15,3.79,5.76,5.09,5.52,5.16,10,33,5,Gemini,Computation,5.0,0.52,20,-0.06,1
S0780,College of Business,1,3.03,3.22,4.25,5.15,3.84,4.68,6.67,4.12,9,9,5,Gemini,Grammar,8.2,0.93,16,0.19,0
S0781,College of Engineering,4,3.22,3.54,6.2,7.0,3.69,5.14,5.65,5.85,6,39,3,QuillBot,Brainstorming,9.0,0.94,18,0.32,0
S0782,College of Engineering,2,2.76,2.57,4.66,5.17,2.58,5.08,6.15,3.85,6,20,4,QuillBot,Research,4.7,0.69,25,-0.19,1
S0783,College of Education,1,2.48,2.55,3.7,6.5,5.46,5.88,3.95,5.11,2,13,2,QuillBot,Research,9.5,0.69,24,0.07,0
S0784,College of Engineering,1,3.13,3.53,5.42,2.77,5.32,4.89,7.0,4.03,9,25,3,Gemini,Computation,8.4,0.88,20,0.4,0
S0785,College of Education,3,3.55,4.0,4.14,4.35,5.06,4.87,4.79,3.99,5,22,4,ChatGPT,Problem-solving,8.8,0.76,13,0.45,0
S0786,College of Education,4,3.08,3.37,5.57,2.44,3.88,6.51,6.26,4.14,9,52,2,Gemini,Research,4.7,0.95,15,0.29,1
S0787,College of Engineering,1,2.85,3.08,4.31,4.55,4.44,4.96,5.54,4.68,7,13,1,QuillBot,Problem-solving,8.0,0.86,20,0.23,0
S0788,College of Education,1,3.08,3.19,2.39,3.69,5.18,7.0,2.53,3.64,8,7,1,ChatGPT,Computation,16.1,0.78,12,0.11,0
S0789,College of Arts,2,3.33,3.59,4.9,5.46,3.62,5.38,4.48,4.9,4,28,4,Grammarly,Brainstorming,17.2,0.94,23,0.26,0
S0790,College of Arts,1,3.73,4.0,6.02,5.58,2.87,4.82,4.78,5.06,12,25,3,Bard,Research,12.4,0.79,23,0.27,0
S0791,College of Education,2,2.63,2.56,5.42,4.09,5.18,4.94,6.31,4.74,6,36,3,QuillBot,Brainstorming,11.2,0.55,20,-0.07,1
S0792,College of Engineering,3,2.99,3.04,5.23,3.06,6.35,6.92,4.75,5.29,3,36,5,Bard,Computation,9.2,0.94,15,0.05,0
S0793,College of Computer Studies,1,3.38,3.72,3.41,4.06,4.59,3.94,4.5,4.27,8,26,3,ChatGPT,Brainstorming,10.9,0.82,15,0.34,0
S0794,College of Education,2,3.37,3.66,2.73,4.45,4.92,3.93,1.0,4.28,4,22,3,Gemini,Paraphrasing,12.0,0.59,20,0.29,0
S0795,College of Engineering,2,3.08,2.98,5.81,5.73,7.0,4.28,4.98,6.45,4,36,2,Gemini,Paraphrasing,10.4,0.68,17,-0.1,1
S0796,College of Computer Studies,3,3.1,3.19,3.59,4.0,3.11,5.98,2.66,3.33,12,34,4,Grammarly,Research,5.6,0.85,22,0.09,0
S0797,College of Education,1,2.6,3.16,5.29,3.38,6.29,6.19,6.17,4.95,13,24,3,Grammarly,Grammar,13.0,0.52,13,0.56,0
S0798,College of Business,1,2.68,3.35,5.97,4.72,5.71,4.38,5.48,5.31,5,34,5,Bard,Computation,14.7,0.79,27,0.67,1
S0799,College of Arts,4,3.5,4.0,3.06,4.31,4.76,6.16,4.54,3.99,8,28,1,ChatGPT,Brainstorming,7.1,0.88,21,0.5,0
S0800,College of Arts,3,2.86,3.18,4.54,5.3,2.58,5.92,3.43,3.97,8,12,4,Bard,Brainstorming,4.1,0.81,18,0.32,1
S0801,College of Arts,3,3.36,3.12,3.49,5.35,4.28,3.67,5.14,4.75,1,22,2,Gemini,Grammar,4.6,0.73,16,-0.24,0
S0802,College of Business,2,2.92,2.94,4.51,3.64,2.4,6.14,4.28,3.61,9,43,4,ChatGPT,Grammar,3.6,0.5,18,0.02,0
S0803,College of Computer Studies,2,2.74,2.58,3.08,4.63,2.89,5.01,5.09,3.74,8,33,1,Grammarly,Research,2.9,0.97,13,-0.16,0
S0804,College of Education,2,2.37,2.93,4.35,6.18,3.61,4.59,6.45,4.74,9,31,1,Gemini,Computation,14.6,0.99,15,0.56,0
S0805,College of Business,1,2.95,3.12,4.18,4.2,3.89,6.39,2.76,4.35,5,44,4,Gemini,Grammar,10.6,0.94,13,0.17,0
S0806,College of Arts,2,3.33,3.9,4.9,3.75,3.47,7.0,5.74,4.03,11,35,5,Gemini,Research,14.0,0.78,17,0.57,0
S0807,College of Education,3,3.38,3.75,3.97,4.8,5.41,6.56,4.35,4.49,3,34,3,QuillBot,Grammar,14.1,0.57,21,0.37,1
S0808,College of Arts,3,2.82,3.05,4.35,6.14,4.3,6.4,5.32,5.01,6,21,2,Gemini,Brainstorming,7.4,0.94,18,0.23,0
S0809,College of Arts,1,3.6,3.93,5.29,6.37,4.67,5.82,3.74,5.38,4,35,2,ChatGPT,Brainstorming,13.2,0.5,15,0.33,0
S0810,College of Engineering,4,2.48,3.13,6.94,5.51,2.1,6.23,5.42,5.23,4,9,4,Grammarly,Research,6.8,0.92,23,0.65,0
S0811,College of Computer Studies,4,3.48,3.07,6.0,6.08,5.88,5.28,4.06,6.21,9,33,3,Gemini,Grammar,5.8,0.76,12,-0.41,1
S0812,College of Engineering,2,2.76,3.09,5.55,4.39,1.96,4.02,4.23,4.34,9,15,2,Grammarly,Problem-solving,3.6,0.95,20,0.33,0
S0813,College of Computer Studies,4,3.12,2.98,3.99,4.45,2.95,5.85,2.78,4.03,8,7,5,ChatGPT,Grammar,5.7,0.84,15,-0.14,0
S0814,College of Computer Studies,2,3.19,3.38,2.84,5.51,5.43,2.67,6.43,4.69,9,15,5,Grammarly,Paraphrasing,14.1,0.88,20,0.19,0
S0815,College of Business,3,3.16,3.75,5.28,5.02,2.1,4.42,3.77,4.58,7,23,3,QuillBot,Grammar,9.0,0.87,20,0.59,0
S0816,College of Business,2,2.75,3.16,3.72,2.85,5.22,5.97,4.27,3.77,3,29,3,QuillBot,Problem-solving,13.7,0.7,14,0.41,1
S0817,College of Engineering,4,2.9,3.67,1.67,1.02,4.6,5.11,4.91,2.42,6,7,1,Grammarly,Research,22.3,0.92,19,0.77,0
S0818,College of Business,3,3.64,3.7,6.47,4.0,6.52,5.0,7.0,5.65,8,33,5,QuillBot,Problem-solving,9.8,0.88,24,0.06,0
S0819,College of Education,3,2.84,3.33,7.0,7.0,3.59,5.85,3.79,5.91,8,11,1,Bard,Computation,19.4,0.66,13,0.49,0
S0820,College of Arts,3,2.75,3.5,5.65,5.2,3.56,5.67,4.4,4.8,8,7,1,Gemini,Grammar,12.5,0.83,17,0.75,0
S0821,College of Education,4,3.01,2.9,6.16,1.63,3.87,6.01,4.02,4.07,10,28,5,Gemini,Problem-solving,6.4,0.55,13,-0.11,0
S0822,College of Education,1,2.72,3.12,4.4,3.69,3.29,5.49,3.71,3.66,5,18,5,QuillBot,Grammar,19.9,0.73,18,0.4,0
S0823,College of Arts,1,2.31,3.09,5.65,1.28,4.19,4.8,7.0,3.32,4,12,4,Bard,Computation,11.6,0.74,17,0.78,0
S0824,College of Computer Studies,2,2.61,2.42,6.94,5.58,4.21,5.69,5.0,5.63,6,8,5,Bard,Computation,9.6,0.78,12,-0.19,1
S0825,College of Arts,1,2.7,2.91,4.06,4.1,4.51,3.63,4.74,4.43,4,27,3,Grammarly,Problem-solving,8.0,0.55,30,0.21,1
S0826,College of Business,1,2.96,2.76,3.03,4.64,4.98,4.59,5.37,4.41,3,24,5,Gemini,Paraphrasing,7.6,0.88,20,-0.2,1
S0827,College of Business,4,2.86,3.51,4.63,4.52,5.64,6.31,2.75,4.99,5,27,5,QuillBot,Paraphrasing,15.2,0.5,21,0.65,0
S0828,College of Engineering,4,3.33,3.84,7.0,4.96,3.38,5.17,4.97,5.1,6,26,2,QuillBot,Research,8.9,0.73,19,0.51,0
S0829,College of Education,4,3.19,3.13,3.35,4.92,4.8,6.45,5.59,4.35,6,14,1,Grammarly,Problem-solving,14.5,0.78,17,-0.06,0
S0830,College of Education,1,3.27,3.21,1.0,6.78,4.37,3.43,4.81,4.25,10,27,3,Bard,Brainstorming,2.9,0.72,24,-0.06,0
S0831,College of Computer Studies,3,3.03,3.58,4.55,4.76,6.31,4.98,4.56,5.02,3,23,1,ChatGPT,Research,11.3,0.79,17,0.55,0
S0832,College of Education,1,2.77,2.76,5.49,5.81,4.98,4.41,4.06,5.48,9,19,3,Gemini,Grammar,10.6,0.71,26,-0.01,0
S0833,College of Computer Studies,3,2.32,3.44,6.34,3.6,5.86,5.7,5.02,5.23,9,27,1,Bard,Paraphrasing,18.2,0.79,14,1.12,1
S0834,College of Computer Studies,1,3.2,3.67,2.44,4.71,5.42,7.0,3.95,3.77,1,14,1,Gemini,Problem-solving,7.9,0.66,17,0.47,1
S0835,College of Engineering,3,2.93,3.11,3.18,2.62,3.61,4.48,4.86,3.54,8,21,4,Gemini,Paraphrasing,12.6,0.5,26,0.18,0
S0836,College of Business,1,3.11,3.42,7.0,4.22,6.24,4.25,4.94,5.95,5,21,4,Bard,Paraphrasing,21.1,0.82,18,0.31,1
S0837,College of Computer Studies,3,2.84,3.48,4.48,3.04,4.37,5.48,4.11,4.28,3,30,1,Bard,Paraphrasing,10.7,0.95,16,0.64,0
S0838,College of Arts,4,3.85,4.0,3.46,3.03,4.37,7.0,2.6,3.55,5,26,2,ChatGPT,Problem-solving,10.8,0.57,18,0.15,1
S0839,College of Business,3,2.57,3.26,6.3,4.88,3.42,3.68,4.85,5.23,6,21,3,Bard,Brainstorming,19.7,0.71,17,0.69,0
S0840,College of Engineering,2,2.55,2.94,3.54,3.76,4.15,4.17,6.27,3.84,10,8,5,ChatGPT,Research,11.6,0.72,14,0.39,0
S0841,College of Arts,3,2.77,3.01,3.45,4.31,5.16,3.01,6.12,4.22,12,15,3,Bard,Problem-solving,6.9,0.53,24,0.24,0
S0842,College of Business,2,2.97,3.5,3.98,4.56,3.18,4.12,5.55,3.73,7,10,3,Bard,Brainstorming,14.0,0.5,20,0.53,1
S0843,College of Computer Studies,4,2.77,3.48,7.0,4.98,2.62,4.75,3.38,5.3,7,15,2,QuillBot,Brainstorming,14.2,0.5,15,0.71,1
S0844,College of Computer Studies,3,2.03,2.53,6.8,4.87,2.52,3.98,5.79,4.96,8,21,5,Gemini,Problem-solving,12.4,0.89,19,0.5,1
S0845,College of Engineering,2,3.35,3.94,4.25,4.03,5.43,3.94,3.5,4.62,5,26,1,Gemini,Brainstorming,14.4,0.93,17,0.59,0
S0846,College of Computer Studies,3,2.45,2.9,5.03,5.49,6.41,4.57,2.62,5.77,9,24,4,QuillBot,Research,7.1,0.91,15,0.45,0
S0847,College of Computer Studies,3,3.37,3.97,7.0,4.55,3.69,5.08,3.47,5.68,6,28,3,Grammarly,Research,19.6,0.79,17,0.6,0
S0848,College of Computer Studies,3,3.11,3.81,3.32,3.59,3.87,4.5,4.66,3.56,7,36,4,ChatGPT,Problem-solving,12.1,0.8,18,0.7,1
S0849,College of Arts,3,2.52,2.97,5.09,3.94,6.86,3.65,5.39,4.94,5,18,2,ChatGPT,Research,11.1,0.95,19,0.45,0
S0850,College of Arts,2,2.76,3.6,5.65,6.69,3.51,3.87,5.46,5.08,4,20,5,QuillBot,Brainstorming,14.3,0.79,18,0.84,0
S0851,College of Engineering,4,2.23,2.26,3.75,4.67,3.16,5.98,4.93,3.77,7,16,5,Grammarly,Research,13.4,0.84,20,0.03,0
S0852,College of Computer Studies,3,2.72,2.96,4.38,5.61,1.27,5.58,3.35,3.79,5,22,2,Grammarly,Grammar,13.6,0.86,21,0.24,0
S0853,College of Engineering,1,2.73,2.88,5.08,5.49,3.98,5.52,4.7,4.88,3,13,5,Gemini,Research,14.5,0.74,12,0.15,0
S0854,College of Computer Studies,2,3.44,3.81,3.26,5.76,1.99,4.71,6.38,3.7,7,6,5,Gemini,Problem-solving,16.5,0.77,20,0.37,0
S0855,College of Computer Studies,3,2.73,3.05,3.59,5.73,4.31,3.43,5.65,4.82,4,36,3,Grammarly,Research,12.1,0.88,19,0.32,1
S0856,College of Engineering,3,3.53,3.78,5.62,5.07,2.24,4.74,4.33,4.19,3,7,2,Gemini,Grammar,13.0,0.95,19,0.25,0
S0857,College of Computer Studies,4,2.66,2.73,4.63,5.05,4.5,5.08,5.08,5.18,10,47,4,ChatGPT,Paraphrasing,10.2,0.72,20,0.07,0
S0858,College of Education,4,3.69,4.0,7.0,3.65,3.33,5.05,4.48,5.07,4,32,3,ChatGPT,Problem-solving,11.6,0.56,19,0.31,0
S0859,College of Arts,3,2.5,3.06,4.44,6.64,5.66,4.57,3.29,5.49,9,17,3,ChatGPT,Research,13.3,0.68,16,0.56,1
S0860,College of Engineering,1,3.44,3.82,3.59,5.16,1.75,5.7,6.85,3.34,7,10,5,ChatGPT,Grammar,10.7,0.92,15,0.38,0
S0861,College of Business,1,2.75,3.34,4.71,2.5,1.94,5.67,2.58,2.91,7,4,1,ChatGPT,Grammar,15.3,0.71,18,0.59,0
S0862,College of Computer Studies,4,2.64,3.08,3.75,7.0,4.04,7.0,2.79,4.87,4,27,4,QuillBot,Paraphrasing,19.1,0.74,24,0.44,0
S0863,College of Engineering,4,2.69,2.94,2.97,5.69,3.34,6.2,6.45,3.8,10,29,5,Gemini,Problem-solving,14.1,0.92,21,0.25,1
S0864,College of Business,3,3.96,3.85,5.17,5.89,3.59,5.54,4.28,4.97,2,33,5,Grammarly,Research,12.1,0.78,21,-0.11,0
S0865,College of Engineering,1,2.96,2.96,6.1,7.0,4.45,5.62,6.04,6.12,2,34,5,Grammarly,Computation,10.3,0.71,17,0.0,0
S0866,College of Education,4,3.41,3.28,4.71,6.87,3.33,5.87,7.0,5.12,10,27,4,Gemini,Grammar,5.8,0.72,11,-0.13,0
S0867,College of Computer Studies,1,2.4,2.82,3.66,4.4,3.81,4.73,6.19,4.15,4,15,2,Grammarly,Problem-solving,5.7,0.75,16,0.42,1
S0868,College of Arts,4,2.65,2.9,3.4,5.03,5.99,6.05,5.7,4.69,9,14,4,Bard,Grammar,5.7,0.87,19,0.25,0
S0869,College of Engineering,4,3.57,3.64,5.9,5.25,3.92,5.85,5.13,5.13,5,32,2,Bard,Grammar,13.4,0.62,27,0.07,1
S0870,College of Business,3,2.95,3.42,7.0,4.13,6.8,4.03,5.27,5.81,6,27,2,Grammarly,Paraphrasing,11.8,0.67,8,0.47,0
S0871,College of Arts,1,4.0,4.0,3.66,4.23,5.17,5.76,5.16,4.2,5,10,3,Gemini,Paraphrasing,19.3,0.53,9,0.0,0
S0872,College of Engineering,1,3.16,3.82,3.05,6.42,4.29,4.42,4.35,4.83,8,18,1,QuillBot,Paraphrasing,22.1,0.86,17,0.66,0
S0873,College of Arts,1,2.48,2.53,5.73,7.0,4.92,6.1,6.68,5.77,4,3,3,QuillBot,Brainstorming,10.9,0.61,11,0.05,0
S0874,College of Engineering,3,3.0,3.07,6.24,4.61,3.55,4.24,2.8,5.1,5,17,4,ChatGPT,Computation,9.4,0.94,17,0.07,1
S0875,College of Education,3,3.0,2.92,5.83,4.28,4.12,4.55,7.0,4.83,9,15,4,Grammarly,Paraphrasing,7.0,0.88,15,-0.08,0
S0876,College of Engineering,3,2.67,2.54,5.1,6.58,5.95,4.66,5.02,5.96,8,28,4,ChatGPT,Research,8.2,0.5,15,-0.13,1
S0877,College of Education,3,2.94,2.75,4.61,4.5,4.37,3.69,4.7,4.38,6,12,3,Grammarly,Paraphrasing,7.8,0.89,19,-0.19,0
